frequency_Hz,H_rx_E_fine_real_m,H_rx_E_fine_imag_m,H_rx_E_baseline_real_m,H_rx_E_baseline_imag_m,H_rx_E_orthogonal_real_m,H_rx_E_orthogonal_imag_m,S11_fine_real,S11_fine_imag,S11_baseline_real,S11_baseline_imag,Zin_fine_real_ohm,Zin_fine_imag_ohm,Zin_baseline_real_ohm,Zin_baseline_imag_ohm,H_magnitude_relative_change,phase_difference_rad,cross_polarization_ratio
6.770000000000000000e+09,-3.938424906526694010e-05,1.102171699595935269e-05,-4.402437353318412408e-05,1.706211780881936789e-05,-1.006634501370229588e-11,-1.491934345175907317e-11,9.981329258694040529e-01,-6.065007558301620250e-02,9.977398571261848481e-01,-6.685194026959441482e-02,7.092856542219715399e-01,-1.647241508674236002e+03,5.139986716193244431e-01,-1.494135110261033333e+03,1.544756915487874860e-01,-9.686665428120988519e-02,3.811861602687781465e-07
6.780000000000000000e+09,-3.941447615754011305e-05,1.114630515120496340e-05,-4.404290528968854608e-05,1.721527760747128567e-05,-1.032064824613424154e-11,-1.481212568270292088e-11,9.981271851117269334e-01,-6.074206542428170486e-02,9.977327909344020362e-01,-6.695381299253966301e-02,7.111064464155305576e-01,-1.644742021645335399e+03,5.176615796431924821e-01,-1.491856272783501936e+03,1.544824872102695257e-01,-9.701477301409475174e-02,3.817704046516619323e-07
6.790000000000000000e+09,-3.944432643313673729e-05,1.127114535799385813e-05,-4.406093116465214783e-05,1.736869374935151816e-05,-1.057451280786797189e-11,-1.470004183015303702e-11,9.981214341697074444e-01,-6.083406662413545080e-02,9.977257058557742475e-01,-6.705569719801997286e-02,7.129391287793189758e-01,-1.642249777951923079e+03,5.214694970459986534e-01,-1.489584084448452586e+03,1.544892832526873760e-01,-9.716292205632673373e-02,3.823491435098889467e-07
6.800000000000000000e+09,-3.947379874574403856e-05,1.139623654499261234e-05,-4.407844980839641558e-05,1.752236465278311355e-05,-1.082784164859898644e-11,-1.458307489479525113e-11,9.981156730294857837e-01,-6.092607924677319320e-02,9.977186018995228833e-01,-6.715759282818814513e-02,7.147837416569745583e-01,-1.639764744429751545e+03,5.254208440717732520e-01,-1.487318517451921252e+03,1.544960791338940986e-01,-9.731110128656982050e-02,3.829224383098029291e-07
6.810000000000000000e+09,-3.950289195173399147e-05,1.152157763652817387e-05,-4.409545987584936666e-05,1.767628873007532161e-05,-1.108053704106705874e-11,-1.446120969619439541e-11,9.981099016773169463e-01,-6.101810335659002549e-02,9.977114790775489794e-01,-6.725949982604555177e-02,7.166403204343314570e-01,-1.637286888111844064e+03,5.295139960146645342e-01,-1.485059544129104552e+03,1.545028743148090522e-01,-9.745931057877370296e-02,3.834903502415874555e-07
6.820000000000000000e+09,-3.953160491017691943e-05,1.164716755258783079e-05,-4.411196002658077927e-05,1.783046438753638731e-05,-1.133250061123488216e-11,-1.433443288931216127e-11,9.981041200995680596e-01,-6.111013901816982757e-02,9.977043374044229918e-01,-6.736141813547480428e-02,7.185088956986931397e-01,-1.634816176227328015e+03,5.337472841118513500e-01,-1.482807136952824976e+03,1.545096682596850679e-01,-9.760754980225740118e-02,3.840529401903520454e-07
6.830000000000000000e+09,-3.955993648285545378e-05,1.177300520881886913e-05,-4.412794892483747652e-05,1.798489002548656461e-05,-1.158363336877798128e-11,-1.420273298059868323e-11,9.980983282827162739e-01,-6.120218629627379586e-02,9.976971768973760257e-01,-6.746334770127170033e-02,7.203894934089213331e-01,-1.632352576200259591e+03,5.381189964527154368e-01,-1.480561268532022723e+03,1.545164604363702676e-01,-9.775581882179988635e-02,3.846102687091538443e-07
6.840000000000000000e+09,-3.958788553427823538e-05,1.189908951652823241e-05,-4.414342523957829868e-05,1.813956403827191296e-05,-1.183383573788146189e-11,-1.406610034365353169e-11,9.980925262133448772e-01,-6.129424525583013206e-02,9.976899975762898443e-01,-6.756528846917746189e-02,7.222821350615175051e-01,-1.629896055648481251e+03,5.426273788735386239e-01,-1.478321911610274128e+03,1.545232503165730187e-01,-9.790411749774043104e-02,3.851623959939152846e-07
6.850000000000000000e+09,-3.961545093169414476e-05,1.202541938268263348e-05,-4.415838764450919071e-05,1.829448481427819198e-05,-1.208300758833893244e-11,-1.392452723445109492e-11,9.980867138781404080e-01,-6.138631596192160172e-02,9.976827994636845442e-01,-6.766724038591033497e-02,7.241868378560019082e-01,-1.627446582382478937e+03,5.472706358765061507e-01,-1.476089039064327380e+03,1.545300373761147039e-01,-9.805244568606634459e-02,3.857093818601873247e-07
6.860000000000000000e+09,-3.964263154510622058e-05,1.215199370990817159e-05,-4.417283481811805931e-05,1.844965073594549148e-05,-1.233104826694832193e-11,-1.377800780612699639e-11,9.980808912638886587e-01,-6.147839847977547290e-02,9.976755825847067882e-01,-6.776920339919693947e-02,7.261036148703658988e-01,-1.625004124404261347e+03,5.520469315393096155e-01,-1.473862623902662108e+03,1.545368210951929000e-01,-9.820080323852027615e-02,3.862512857217302620e-07
6.870000000000000000e+09,-3.966942624728627602e-05,1.227881139649035618e-05,-4.418676544370957589e-05,1.860506017978343733e-05,-1.257785662920024822e-11,-1.362653812331981679e-11,9.980750583574713453e-01,-6.157049287474987420e-02,9.976683469671180360e-01,-6.787117745780330003e-02,7.280324752253631848e-01,-1.622568649906245128e+03,5.569543904244496080e-01,-1.471642639264080344e+03,1.545436009586280135e-01,-9.834919000270743450e-02,3.867881665708582276e-07
6.880000000000000000e+09,-3.969583391378895274e-05,1.240587133637412374e-05,-4.420017820943980997e-05,1.876071151638641438e-05,-1.282333107125345209e-11,-1.347011617606535347e-11,9.980692151458636641e-01,-6.166259921232298408e-02,9.976610926412798896e-01,-6.797316251156551581e-02,7.299734242586504163e-01,-1.620140127270157791e+03,5.619910985072283927e-01,-1.469429058416304088e+03,1.545503764561181048e-01,-9.849760582219507787e-02,3.873200829605315337e-07
6.890000000000000000e+09,-3.972185342296661513e-05,1.253317241916372102e-05,-4.421307180835084915e-05,1.891660311044972444e-05,-1.306736956219295407e-11,-1.330874189323739579e-11,9.980633616161285193e-01,-6.175471755808053381e-02,9.976538196401398828e-01,-6.807515851142074970e-02,7.319264636963482840e-01,-1.617718525065953145e+03,5.671551040916875674e-01,-1.467221854754610149e+03,1.545571470824817495e-01,-9.864605053663187684e-02,3.878470929881418682e-07
6.900000000000000000e+09,-3.974748365598377697e-05,1.266071353012294040e-05,-4.422544493840503959e-05,1.907273332078588660e-05,-1.330986967656540571e-11,-1.314241715553238793e-11,9.980574977554143024e-01,-6.184684797770298448e-02,9.976465279992174917e-01,-6.817716540943642711e-02,7.338915918212971512e-01,-1.615303812050740589e+03,5.724444187380199889e-01,-1.465021001800477052e+03,1.545639123379026758e-01,-9.879452398185609163e-02,3.883692542809799629e-07
6.910000000000000000e+09,-3.977272349683207017e-05,1.278849355017510303e-05,-4.423729630251942293e-05,1.922910050034148298e-05,-1.355072862718691930e-11,-1.297114580799253141e-11,9.980516235509502287e-01,-6.193899053695278017e-02,9.976392177565867048e-01,-6.827918315884054512e-02,7.358688036481122463e-01,-1.612895957167722145e+03,5.778570181828867058e-01,-1.462826473200263990e+03,1.545706717281709608e-01,-9.894302599001528198e-02,3.888866239833389341e-07
6.920000000000000000e+09,-3.979757183234502386e-05,1.291651135590327734e-05,-4.424862460859975319e-05,1.938570299621456363e-05,-1.378984329821833053e-11,-1.279493367206362110e-11,9.980457389900428966e-01,-6.203114530166135149e-02,9.976318889528608125e-01,-6.838121171405084353e-02,7.378580910944774196e-01,-1.610494929545146078e+03,5.833908432744457917e-01,-1.460638242723900703e+03,1.545774247649235877e-01,-9.909155638968697444e-02,3.893992587452366215e-07
6.930000000000000000e+09,-3.982202755221323637e-05,1.304476581955057376e-05,-4.425942856957431704e-05,1.954253914967224443e-05,-1.402711027850244160e-11,-1.261378855718334477e-11,9.980398440600716237e-01,-6.212331233771614669e-02,9.976245416311746439e-01,-6.848325103070387887e-02,7.398594431491877232e-01,-1.608100698495273491e+03,5.890438008974510087e-01,-1.458456284263605994e+03,1.545841709658711260e-01,-9.924011500599987101e-02,3.899072147127250546e-07
6.940000000000000000e+09,-3.984608954899954055e-05,1.317325580902052259e-05,-4.426970690342785583e-05,1.969960729616901995e-05,-1.426242589515848996e-11,-1.242772027189596844e-11,9.980339387484846725e-01,-6.221549171104651804e-02,9.976171758371661369e-01,-6.858530106568376528e-02,7.418728460439529826e-01,-1.605713233513355817e+03,5.948137649080570410e-01,-1.456280571832626720e+03,1.545909098550320715e-01,-9.938870166075880475e-02,3.904105475197659778e-07
6.950000000000000000e+09,-3.986975671815427071e-05,1.330198018787718403e-05,-4.427945833323495900e-05,1.985690576536528978e-05,-1.449568624742848072e-11,-1.223674063448913102e-11,9.980280230427949206e-01,-6.230768348761067665e-02,9.976097916189582415e-01,-6.868736177715017988e-02,7.438982834279309619e-01,-1.603332504276625059e+03,6.006985770643616940e-01,-1.454111079563996554e+03,1.545976409629613024e-01,-9.953731617257891018e-02,3.909093122816507801e-07
6.960000000000000000e+09,-3.989302795803075988e-05,1.343093781534588683e-05,-4.428868158719358623e-05,2.001443288114642015e-05,-1.472678724077004299e-11,-1.204086348314862855e-11,9.980220969305759748e-01,-6.239988773338107225e-02,9.976023890271393801e-01,-6.878943312456607673e-02,7.459357365313386001e-01,-1.600958480643293342e+03,6.066960479642313775e-01,-1.451947781709318633e+03,1.546043638269697096e-01,-9.968595835701020424e-02,3.914035635899381505e-07
6.970000000000000000e+09,-3.991590216990081007e-05,1.356012754631368061e-05,-4.429737539865812208e-05,2.017218696164228665e-05,-1.495562462119079076e-11,-1.184010468562733972e-11,9.980161603994571751e-01,-6.249210451433027252e-02,9.975949681147427972e-01,-6.889151506872576158e-02,7.479851843348496176e-01,-1.598591132651569751e+03,6.128039579736966891e-01,-1.449790652637566154e+03,1.546110779913479061e-01,-9.983462802667437963e-02,3.918933555088992390e-07
6.980000000000000000e+09,-3.993837825797042672e-05,1.368954823132970346e-05,-4.430553850617242385e-05,2.033016631924699659e-05,-1.518209400981854004e-11,-1.163448214842417120e-11,9.980102134371194866e-01,-6.258433389641665512e-02,9.975875289372251320e-01,-6.899360757178181480e-02,7.500466037419488696e-01,-1.596230430518684216e+03,6.190200581722611339e-01,-1.447639666833906858e+03,1.546177830075805282e-01,-9.998332499140336060e-02,3.923787415734466086e-07
6.990000000000000000e+09,-3.996045512939568197e-05,1.381919871660629832e-05,-4.431316965350245600e-05,2.048836926063938714e-05,-1.540609093770232722e-11,-1.142401582546854616e-11,9.980042560312920585e-01,-6.267657594556950984e-02,9.975800715524466566e-01,-6.909571059727108444e-02,7.521199697324838507e-01,-1.593876344639926174e+03,6.253420712807854498e-01,-1.445494798898546605e+03,1.546244784345558176e-01,-1.001320490583733069e-01,3.928597747885280237e-07
7.000000000000000000e+09,-3.998213169429853719e-05,1.394907784401924510e-05,-4.432026758966874850e-05,2.064679408680358797e-05,-1.562751088083864832e-11,-1.120872772630756004e-11,9.979982881697462282e-01,-6.276883072767443228e-02,9.975725960206464071e-01,-6.919782411014166468e-02,7.542052555452102292e-01,-1.591528845587690739e+03,6.317676926019694106e-01,-1.443356023545589551e+03,1.546311638387774801e-01,-1.002808000322547161e-01,3.933365076299849718e-07
7.010000000000000000e+09,-4.000340686578297052e-05,1.407918445110907524e-05,-4.432683106897898390e-05,2.080543909305021056e-05,-1.584624929541757638e-11,-1.098864192379029623e-11,9.979923098402927462e-01,-6.286109830855680924e-02,9.975651024044221993e-01,-6.929994807677830604e-02,7.563024328200304014e-01,-1.589187904110543741e+03,6.382945909612387503e-01,-1.441223315601933336e+03,1.546378387945698540e-01,-1.004295777153449004e-01,3.938089920468381693e-07
7.020000000000000000e+09,-4.002427955995103661e-05,1.420951737108161722e-05,-4.433285885105958820e-05,2.096430256903778494e-05,-1.606220165328309288e-11,-1.076378456124712532e-11,9.979863210307761134e-01,-6.295337875396860017e-02,9.975575907687026511e-01,-6.940208246502801992e-02,7.584114717754090185e-01,-1.586853491132285171e+03,6.449204096336409453e-01,-1.439096650006161099e+03,1.546445028842768910e-01,-1.005783819077241542e-01,3.942772794650184778e-07
7.030000000000000000e+09,-4.004474869591933292e-05,1.434007543280927896e-05,-4.433834970088781652e-05,2.112338279879473853e-05,-1.627526347760223372e-11,-1.053418385915848685e-11,9.979803217290704742e-01,-6.304567212956983802e-02,9.975500611807275320e-01,-6.950422724422468390e-02,7.605323413603565230e-01,-1.584525577751039464e+03,6.516427672917043390e-01,-1.436976001807477360e+03,1.546511556984579427e-01,-1.007272124073981950e-01,3.947414207925022522e-07
7.040000000000000000e+09,-4.006481319583529667e-05,1.447085746083198802e-05,-4.434330238882314075e-05,2.128267806074168322e-05,-1.648533037873761177e-11,-1.029987012131034097e-11,9.979743119230755077e-01,-6.313797850091511232e-02,9.975425137100190076e-01,-6.960638238521409116e-02,7.626650094112198408e-01,-1.582204135238343952e+03,6.584592589340324542e-01,-1.434861346164646648e+03,1.546577968360828004e-01,-1.008760690104525543e-01,3.952014664258665294e-07
7.050000000000000000e+09,-4.008447198489369144e-05,1.460186227535849946e-05,-4.434771569063852197e-05,2.144218662771397356e-05,-1.669229809031716712e-11,-1.006087574043212808e-11,9.979682916007110993e-01,-6.323029793343586114e-02,9.975349484283579926e-01,-6.970854786037741779e-02,7.648094428009039047e-01,-1.579889135038253016e+03,6.653674568238877596e-01,-1.432752658344961674e+03,1.546644259047187109e-01,-1.010249515112004032e-01,3.956574662582401791e-07
7.060000000000000000e+09,-4.010372399135337849e-05,1.473308869226757821e-05,-4.435158838755135765e-05,2.160190676698490534e-05,-1.689606250549632399e-11,-9.817235203313457671e-12,9.979622607499148979e-01,-6.332263049242403685e-02,9.975273654097559506e-01,-6.981072364365469018e-02,7.669656076058720684e-01,-1.577580548766453148e+03,6.723649114257586046e-01,-1.430649913723225382e+03,1.546710425207158679e-01,-1.011738597023434105e-01,3.961094696886577948e-07
7.070000000000000000e+09,-4.012256814655395241e-05,1.486453552310946964e-05,-4.435491926625411720e-05,2.176183674028903605e-05,-1.709651971340570438e-11,-9.568985095395411476e-12,9.979562193586360985e-01,-6.341497624301659086e-02,9.975197647304289150e-01,-6.991290971056865478e-02,7.691334692396524231e-01,-1.575278348209388014e+03,6.794491523340607797e-01,-1.428553087780754595e+03,1.546776463093862408e-01,-1.013227933751246757e-01,3.965575256327909656e-07
7.080000000000000000e+09,-4.014100338493267506e-05,1.499620157510741731e-05,-4.435770711894491638e-05,2.192197480384592556e-05,-1.729356603578002324e-11,-9.316164104833412313e-12,9.979501674148306689e-01,-6.350733525017701608e-02,9.975121464687701778e-01,-7.001510603824659396e-02,7.713129926040608320e-01,-1.572982505323391479e+03,6.866176892091969686e-01,-1.426462156104406404e+03,1.546842369051825705e-01,-1.014717523194852838e-01,3.970016825350802236e-07
7.090000000000000000e+09,-4.015902864404152464e-05,1.512808565115913863e-05,-4.435995074335736003e-05,2.208231920838431040e-05,-1.748709806376074015e-11,-9.058813026027362742e-12,9.979441049064601277e-01,-6.359970757867906832e-02,9.975045107053204241e-01,-7.011731260544293298e-02,7.735041422394386412e-01,-1.570692992233833820e+03,6.938680127126444219e-01,-1.424377094385612963e+03,1.546908139518644032e-01,-1.016207363242305622e-01,3.974419883822361136e-07
7.100000000000000000e+09,-4.017664286456419052e-05,1.526018654983863233e-05,-4.436164894279052702e-05,2.224286819916670502e-05,-1.767701269486822153e-11,-8.796974762615628530e-12,9.979380318214827739e-01,-6.369209329308882228e-02,9.974968575227387557e-01,-7.021952939256032034e-02,7.757068824607485924e-01,-1.568409781234276352e+03,7.011975954267080091e-01,-1.422297878419451763e+03,1.546973771026727562e-01,-1.017697451771900768e-01,3.978784907181302971e-07
7.110000000000000000e+09,-4.019384499033330533e-05,1.539250306539810973e-05,-4.436280052613834532e-05,2.240362001601396236e-05,-1.786320717013635668e-11,-8.530694329929041181e-12,9.979319481478542420e-01,-6.378449245774814313e-02,9.974891870057752685e-01,-7.032175638167170728e-02,7.779211774889428499e-01,-1.566132844785631050e+03,7.086038927944376953e-01,-1.420224484103717032e+03,1.547039260204865485e-01,-1.019187786653751177e-01,3.983112366600637730e-07
7.120000000000000000e+09,-4.021063396834783282e-05,1.552503398776949910e-05,-4.436340430791876389e-05,2.256457289333056620e-05,-1.804557911140390837e-11,-8.260018856901761094e-12,9.979258538735185091e-01,-6.387690513675542414e-02,9.974814992412370795e-01,-7.042399355654012372e-02,7.801469915993913817e-01,-1.563862155515342465e+03,7.160843440365627366e-01,-1.418156887438020249e+03,1.547104603779871357e-01,-1.020678365751566397e-01,3.987402729164125852e-07
7.130000000000000000e+09,-4.022700874879042189e-05,1.565777810256710530e-05,-4.436345910830251783e-05,2.272572506013013032e-05,-1.822402655875728589e-11,-7.984997587434348420e-12,9.979197489864092274e-01,-6.396933139394826717e-02,9.974737943179605715e-01,-7.052624090263892587e-02,7.823842892360108880e-01,-1.561597686216561215e+03,7.236363730811338213e-01,-1.416095064522906569e+03,1.547169798578038324e-01,-1.022169186924187928e-01,3.991656458056603890e-07
7.140000000000000000e+09,-4.024296828504505196e-05,1.579073419108920390e-05,-4.436296375314181914e-05,2.288707474006113806e-05,-1.839844800811747381e-11,-7.705681881207115869e-12,9.979136334744406200e-01,-6.406177129288483096e-02,9.974660723267776419e-01,-7.062849840717205785e-02,7.846330351525052649e-01,-1.559339409847343404e+03,7.312573894844214273e-01,-1.414038991558991256e+03,1.547234841526733407e-01,-1.023660248027380426e-01,3.995874012768089266e-07
7.150000000000000000e+09,-4.025851153371453608e-05,1.592390103032064331e-05,-4.436191707399815293e-05,2.304862015143315296e-05,-1.856874244896617257e-11,-7.422125213938491787e-12,9.979075073255064821e-01,-6.415422489682670593e-02,9.974583333604840618e-01,-7.073076605909228709e-02,7.868931945276932405e-01,-1.557087299529845041e+03,7.389447893475989959e-01,-1.411988644846105899e+03,1.547299729655758349e-01,-1.025151546915501338e-01,4.000055849311822444e-07
7.160000000000000000e+09,-4.027363745463835603e-05,1.605727739293515204e-05,-4.436031790817050057e-05,2.321035950724303611e-05,-1.873480940220429121e-11,-7.134383177086258511e-12,9.979013705274762946e-01,-6.424669226871777827e-02,9.974505775138079455e-01,-7.083304384912016138e-02,7.891647330885569467e-01,-1.554841328549534410e+03,7.466959562393400418e-01,-1.409944000782477588e+03,1.547364460098835104e-01,-1.026643081443165684e-01,4.004202420456196718e-07
7.170000000000000000e+09,-4.028834501091053814e-05,1.619086204729788320e-05,-4.435816509872242441e-05,2.337229101520188856e-05,-1.889654895813666922e-11,-6.842513476987311195e-12,9.978952230681900071e-01,-6.433917347116732688e-02,9.974428048833744453e-01,-7.093533176976234145e-02,7.914476172243943841e-01,-1.552601470354411049e+03,7.545082621050783755e-01,-1.407905035863906960e+03,1.547429030094865099e-01,-1.028134849467043643e-01,4.008314175970651882e-07
7.180000000000000000e+09,-4.030263316889755613e-05,1.632465375746801665e-05,-4.435545749450937609e-05,2.353441287776178708e-05,-1.905386181457713371e-11,-6.546575933433069419e-12,9.978890649354557052e-01,-6.443166856643023355e-02,9.974350155676725560e-01,-7.103762981532836529e-02,7.937418141008394379e-01,-1.550367698554227673e+03,7.623790681863991114e-01,-1.405871726682981716e+03,1.547493436989311744e-01,-1.029626848847541992e-01,4.012391562885646109e-07
7.190000000000000000e+09,-4.031650089825641024e-05,1.645865128320164896e-05,-4.435219395020528668e-05,2.369672329214339744e-05,-1.920664931506698697e-11,-6.246632477676867762e-12,9.978828961170460587e-01,-6.452417761638724880e-02,9.974272096670204757e-01,-7.113993798194842566e-02,7.960472917615205590e-01,-1.548139986919726198e+03,7.703057259178864857e-01,-1.403844049928292861e+03,1.547557678235420842e-01,-1.031119077450604049e-01,4.016435025766698639e-07
7.200000000000000000e+09,-4.032994717195274013e-05,1.659285337995456501e-05,-4.434837332632901434e-05,2.385922045036326241e-05,-1.935481348720137002e-11,-5.942747149869904309e-12,9.978767166006942135e-01,-6.461670068252629850e-02,9.974193872835305230e-01,-7.124225626758859398e-02,7.983640192418763881e-01,-1.545918309381879226e+03,7.782855778458149798e-01,-1.401821982383679369e+03,1.547621751395467649e-01,-1.032611533149435934e-01,4.020445007002698090e-07
7.210000000000000000e+09,-4.034297096627913437e-05,1.672725879888540244e-05,-4.434399448927020938e-05,2.402190253926168948e-05,-1.949825708105590891e-11,-5.634986095922759082e-12,9.978705263740913489e-01,-6.470923782592225004e-02,9.974115485210734988e-01,-7.134458467206850063e-02,8.006919666558544035e-01,-1.543702640031139708e+03,7.863159585185879319e-01,-1.399805500927479670e+03,1.547685654141860156e-01,-1.034104213826288338e-01,4.024421947108411273e-07
7.220000000000000000e+09,-4.035557126087341279e-05,1.686186628685880604e-05,-4.433905631131494887e-05,2.418476774053081476e-05,-1.963688360770851904e-11,-5.323417563788514504e-12,9.978643254248831251e-01,-6.480178910721712260e-02,9.974036934852421599e-01,-7.144692319707468542e-02,8.030311052994876242e-01,-1.541492953116696981e+03,7.943941953977351478e-01,-1.397794582531808828e+03,1.547749384258307881e-01,-1.035597117374226078e-01,4.028366285041472569e-07
7.230000000000000000e+09,-4.036774703873717313e-05,1.699667458644878195e-05,-4.433355767067093751e-05,2.434781423074303277e-05,-1.977059737784883254e-11,-5.008111899165107826e-12,9.978581137406670187e-01,-6.489435458660024192e-02,9.973958222833141374e-01,-7.154927184617640434e-02,8.053814077342030808e-01,-1.539289223045740073e+03,8.025176097439106204e-01,-1.395789204261847772e+03,1.547812939640834662e-01,-1.037090241698939846e-01,4.032278458533848038e-07
7.240000000000000000e+09,-4.037949728625412081e-05,1.713168243594201810e-05,-4.432749745149234269e-05,2.451104018137936530e-05,-1.989930354046883791e-11,-4.689141540613238456e-12,9.978518913089891029e-01,-6.498693432378777057e-02,9.973879350242143005e-01,-7.165163062483931311e-02,8.077428478771518927e-01,-1.537091424382729883e+03,8.106835175115059133e-01,-1.393789343275146393e+03,1.547876318298871678e-01,-1.038583584720524228e-01,4.036158904437903434e-07
7.250000000000000000e+09,-4.039082099320892051e-05,1.726688856934171612e-05,-4.432087454390399927e-05,2.467444375885834184e-05,-2.002290812162861547e-11,-4.366581014085822706e-12,9.978456581173419382e-01,-6.507952837800247414e-02,9.973800318184784519e-01,-7.175399954043962247e-02,8.101154010791487003e-01,-1.534899531848677270e+03,8.188892302412168478e-01,-1.391794976820948932e+03,1.547939518356083455e-01,-1.040077144375285423e-01,4.040008059087279946e-07
7.260000000000000000e+09,-4.040171715280575635e-05,1.740229171637117941e-05,-4.431368784402565507e-05,2.483802312456507650e-05,-2.014131806328999196e-11,-4.040506926867777820e-12,9.978394141531615746e-01,-6.517213680795366781e-02,9.973721127782129159e-01,-7.185637860227617191e-02,8.124990441993276136e-01,-1.532713520320420912e+03,8.271320559365273883e-01,-1.389806082239533225e+03,1.548002538051425347e-01,-1.041570918617565344e-01,4.043826358672659189e-07
7.270000000000000000e+09,-4.041218476168712925e-05,1.753789060247780773e-05,-4.430593625399534898e-05,2.500177643488029754e-05,-2.025444126221103507e-11,-3.710997960920890274e-12,9.978331594038254426e-01,-6.526475967181528948e-02,9.973641780170565685e-01,-7.195876782158396046e-02,8.148937556770795565e-01,-1.530533364829927223e+03,8.354092999490688731e-01,-1.387822636961561557e+03,1.548065375739898775e-01,-1.043064905421526578e-01,4.047614239632511679e-07
7.280000000000000000e+09,-4.042222281995278303e-05,1.767368394883712233e-05,-4.429761868199270095e-05,2.516570184120993934e-05,-2.036218660889566202e-11,-3.378134865632362783e-12,9.978268938566512425e-01,-6.535739702720629041e-02,9.973562276501403145e-01,-7.206116721154459670e-02,8.172995155958363567e-01,-1.528359040563583903e+03,8.437182658519071232e-01,-1.385844618507453333e+03,1.548128029893406088e-01,-1.044559102783002846e-01,4.051372139059153840e-07
7.290000000000000000e+09,-4.043183033117863729e-05,1.780967047235689941e-05,-4.428873404226153120e-05,2.532979749001465635e-05,-2.046446402659029080e-11,-3.042000449962539402e-12,9.978206174988931698e-01,-6.545004893116958267e-02,9.973482617940484518e-01,-7.216357678729863612e-02,8.197163057491047011e-01,-1.526190522861493264e+03,8.520562563127691558e-01,-1.383872004486769811e+03,1.548190499101497752e-01,-1.046053508721333236e-01,4.055100495120081251e-07
7.300000000000000000e+09,-4.044100630243584226e-05,1.794584888568177128e-05,-4.427928125513226929e-05,2.549406152283957097e-05,-2.056118451032120427e-11,-2.702679573990210490e-12,9.978143303177414714e-01,-6.554271544015026485e-02,9.973402805667772597e-01,-7.226599656595610044e-02,8.221441096855197639e-01,-1.524027787216792603e+03,8.604205739618550064e-01,-1.381904772597614738e+03,1.548252782072036537e-01,-1.047548121281128841e-01,4.058799747494866648e-07
7.310000000000000000e+09,-4.044974974430987433e-05,1.808221789719739709e-05,-4.426925924704385503e-05,2.565849207634432621e-05,-2.065226016596582859e-11,-2.360259139851627820e-12,9.978080323003204466e-01,-6.563539660997493030e-02,9.973322840876943651e-01,-7.236842656660566475e-02,8.245829127685208038e-01,-1.521870809274960493e+03,8.688085222489392301e-01,-1.379942900626050005e+03,1.548314877631915831e-01,-1.049042938534190395e-01,4.062470337827821749e-07
7.320000000000000000e+09,-4.045805967091972640e-05,1.821877621103551795e-05,-4.425866695056501592e-05,2.582308728233310117e-05,-2.073760424935021332e-11,-2.014828082070047100e-12,9.978017234336872265e-01,-6.572809249583032309e-02,9.973242724774967760e-01,-7.247086681032501032e-02,8.270327022153053376e-01,-1.519719564833138293e+03,8.772174063076040307e-01,-1.377986366445527665e+03,1.548376784727568400e-01,-1.050537958581263809e-01,4.066112710196514465e-07
7.330000000000000000e+09,-4.046593509993717282e-05,1.835552252707844281e-05,-4.424750330441551752e-05,2.598784526778492808e-05,-2.081713120536604711e-11,-1.666477357274254851e-12,9.977954037048309965e-01,-6.582080315224193845e-02,9.973162458581685819e-01,-7.257331732018887371e-02,8.294934671392617531e-01,-1.517574029839450077e+03,8.856445338051297522e-01,-1.376035148016336279e+03,1.548438502425588392e-01,-1.052033179553934356e-01,4.069727311596402509e-07
7.340000000000000000e+09,-4.047337505260614949e-05,1.849245554096439154e-05,-4.423576725348658036e-05,2.615276415488408717e-05,-2.089075670710014906e-11,-1.315299933301266778e-12,9.977890731006715530e-01,-6.591352863305256771e-02,9.973082043529400975e-01,-7.267577812127783143e-02,8.319651985834979335e-01,-1.515434180392334611e+03,8.940872157910330076e-01,-1.374089223385058403e+03,1.548500029913142950e-01,-1.053528599616407463e-01,4.073314592441813681e-07
7.350000000000000000e+09,-4.048037855376205945e-05,1.862957394409236030e-05,-4.422345774886105962e-05,2.631784206105062699e-05,-2.095839769496866456e-11,-9.613907776823733024e-13,9.977827316080587483e-01,-6.600626899140055182e-02,9.973001480862426771e-01,-7.277824924068546086e-02,8.344478895486664438e-01,-1.513299992739875279e+03,9.025427675384385395e-01,-1.372148570684047399e+03,1.548561366498469316e-01,-1.055024216967393735e-01,4.076875007083415760e-07
7.360000000000000000e+09,-4.048694463185138336e-05,1.876687642362770856e-05,-4.421057374783306921e-05,2.648307709897099654e-05,-2.101997241584912861e-11,-6.048468455082133756e-13,9.977763792137727128e-01,-6.609902427969831240e-02,9.972920771836673026e-01,-7.288073070752557059e-02,8.369415350161514278e-01,-1.511171443279138202e+03,9.110085093860892380e-01,-1.370213168130918802e+03,1.548622511611169317e-01,-1.056520029841902519e-01,4.080409014342446544e-07
7.370000000000000000e+09,-4.049307231895105287e-05,1.890436166250753267e-05,-4.419711421392729408e-05,2.664846737662886366e-05,-2.107540046220291969e-11,-2.457670666710270807e-13,9.977700159045223005e-01,-6.619179454961068854e-02,9.972839917719198422e-01,-7.298322255293815397e-02,8.394461319641983721e-01,-1.509048508555511035e+03,9.194817675645848842e-01,-1.368282994028049870e+03,1.548683464802618204e-01,-1.058016036513087232e-01,4.083917078061931653e-07
