frequency_Hz,S11_real,S11_imag,S21_real,S21_imag,S11_dB,S21_dB,S21_phase_unwrapped_rad,group_delay_s,Zin_real_ohm,Zin_imag_ohm,Vrx_50ohm_per_tx_inc_real,Vrx_50ohm_per_tx_inc_imag,Vrx_open_circuit_equivalent_per_tx_inc_real,Vrx_open_circuit_equivalent_per_tx_inc_imag
9.900000000000000000e+08,4.236681202462459495e-01,2.281604850493419712e-01,8.862995161263831356e-02,3.465061992100892940e-02,-6.353516828397856919e+00,-2.043066761669158993e+01,-5.910497671736847813e+00,2.218978868085661135e-09,1.000021904147442200e+02,5.938344507007791151e+01,8.888409986139536589e-02,3.404662785495448513e-02,2.262200723441219197e-01,2.077062563240261728e-01
9.920000000000000000e+08,4.291826584244208820e-01,2.304393076667391738e-01,8.876454662015779984e-02,3.188900663471140595e-02,-6.247022090557284635e+00,-2.050802614885229858e+01,-5.938290412023031095e+00,2.204409644223202350e-09,1.006373851635475205e+02,6.081240392942701334e+01,8.900024564336231347e-02,3.128240692574898313e-02,2.300881183355231452e-01,2.024923773759849943e-01
9.940000000000000000e+08,4.346703490026966876e-01,2.326134594767939878e-01,8.881284465052684263e-02,2.916424668024456338e-02,-6.143091386645252783e+00,-2.058574308772344352e+01,-5.965900528887201126e+00,2.189910756419201730e-09,1.012763212638738253e+02,6.224493685062423509e+01,8.903026013793174931e-02,2.855562855071859529e-02,2.338145387792532059e-01,1.972294671722112092e-01
9.960000000000000000e+08,4.401298222612662903e-01,2.346850469919534443e-01,8.877785035973230487e-02,2.647856591514827912e-02,-6.041647552088299733e+00,-2.066380056592045023e+01,-5.993328872378101302e+00,2.175477662655276585e-09,1.019191421470947461e+02,6.368110399765905072e+01,8.897716423300003341e-02,2.586850146842625126e-02,2.373999945736815775e-01,1.919216920130529525e-01
9.980000000000000000e+08,4.455597840670312837e-01,2.366561658274254354e-01,8.866258891817740961e-02,2.383402767534791369e-02,-5.942615992087697308e+00,-2.074217992680398481e+01,-6.020576246031574819e+00,2.161107531953108416e-09,1.025659923288909141e+02,6.512096659412752331e+01,8.884399829272317251e-02,2.322307174423194134e-02,2.408452776545288720e-01,1.865731606098585404e-01
1.000000000000000000e+09,4.509590153975608362e-01,2.385288967936187998e-01,8.847010007754983751e-02,2.123253375027487136e-02,-5.845924607884223079e+00,-2.082086167468028748e+01,-6.047643428746114047e+00,2.146799288351122994e-09,1.032170181926096859e+02,6.656458687861795909e+01,8.863381624863607422e-02,2.062122378975684428e-02,2.441513158830201369e-01,1.811879156522969991e-01
1.002000000000000000e+09,4.563263711682735146e-01,2.403053018933316298e-01,8.820343189723342525e-02,1.867582543609975707e-02,-5.751503731267414210e+00,-2.089982545203648101e+01,-6.074531197015700101e+00,2.132553623454130502e-09,1.038723687533222488e+02,6.801202792522018115e+01,8.834967935124124483e-02,1.806468145852152887e-02,2.473191764110960200e-01,1.757699237203558251e-01
1.004000000000000000e+09,4.616607783705704571e-01,2.419874203607967067e-01,8.786563413947290346e-02,1.616548477923099997e-02,-5.659286066516081348e+00,-2.097905004400288576e+01,-6.101240347120751473e+00,2.118372977107554161e-09,1.045321963824865321e+02,6.946335333342479146e+01,8.799464959129540964e-02,1.555500932990184007e-02,2.503500672412492523e-01,1.703230638502172267e-01
1.006000000000000000e+09,4.669612335509447099e-01,2.435772648725129386e-01,8.745975136308674347e-02,1.370293611565181341e-02,-5.569206638708081414e+00,-2.105851340980478170e+01,-6.127771716875254349e+00,2.104261486210620421e-09,1.051966574738304843e+02,7.091862679455752527e+01,8.757178282059038810e-02,1.309361428694143931e-02,2.532453367554470813e-01,1.648511151034480204e-01
1.008000000000000000e+09,4.722267996814601410e-01,2.450768180494988513e-01,8.698881576427268392e-02,1.128944800206405606e-02,-5.481202747168954836e+00,-2.113819274052977093e+01,-6.154126206531242538e+00,2.090224902159551606e-09,1.058659130321761381e+02,7.237791154467556964e+01,8.708412162074924412e-02,1.068174748393885438e-02,2.560064710497612639e-01,1.593577435195128733e-01
1.010000000000000000e+09,4.774566024899831174e-01,2.464880293575124615e-01,8.645583982955763747e-02,8.926135622533207248e-03,-5.395213922731629808e+00,-2.121806454210115334e+01,-6.180304798451053294e+00,2.076270477901016348e-09,1.065401291684345466e+02,7.384126971647027915e+01,8.653468798504107551e-02,8.320506787441096785e-03,2.586350889771870665e-01,1.538464888517376561e-01
1.012000000000000000e+09,4.826498263339206174e-01,2.478128124964017465e-01,8.586380887989308874e-02,6.613963739832828294e-03,-5.311181887442461225e+00,-2.129810474191684122e+01,-6.206308575173157038e+00,2.062406826076133787e-09,1.072194774858827628e+02,7.530876160512991646e+01,8.592647589214194581e-02,6.010839759776741113e-03,2.611329348690040186e-01,1.483207514962745777e-01
1.014000000000000000e+09,4.878057097136168641e-01,2.490530433524879850e-01,8.521567359602481850e-02,4.353750244397196906e-03,-5.229050515365170959e+00,-2.137828881719526564e+01,-6.232138735519167305e+00,2.048643750235023959e-09,1.079041353450649723e+02,7.678044486525409695e+01,8.526244386187012414e-02,3.753547237973622885e-03,2.635018689732276376e-01,1.427837800220444764e-01
1.016000000000000000e+09,4.929235405308699525e-01,2.502105585692897538e-01,8.451434262338627934e-02,2.146170336214437997e-03,-5.148765793195455132e+00,-2.145859194267053738e+01,-6.257796608417644180e+00,2.034992051595611190e-09,1.085942859971944472e+02,7.825637365773135912e+01,8.454550759102319457e-02,1.549287543338907823e-03,2.657438557154782055e-01,1.372386596973171335e-01
1.018000000000000000e+09,4.980026512040888198e-01,2.512871547724437327e-01,8.376267535978176859e-02,-8.238643378558004770e-06,-5.070275779498296664e+00,-2.153898915490574950e+01,-6.283283664154416748e+00,2.021463314301713719e-09,1.092901185787298175e+02,7.973659776694864831e+01,8.377853277243862973e-02,-6.014186613765793105e-04,2.678609499513094905e-01,1.316883023858985979e-01
1.020000000000000000e+09,5.030424137544309282e-01,2.522845884648520776e-01,8.296347503099114895e-02,-2.109071731719977701e-03,-4.993530561510711507e+00,-2.161945553015436161e+01,-6.308601522799337502e+00,2.008069672596926970e-09,1.099918279628177942e+02,8.122116170975098726e+01,8.296432820224995675e-02,-2.698182868974516400e-03,2.698552814381717790e-01,1.261354381534121605e-01
1.022000000000000000e+09,5.080422349768597412e-01,2.532045765884894939e-01,8.211948215820215335e-02,-4.156050236867598995e-03,-4.918482208607740880e+00,-2.169996637240137360e+01,-6.333751959605034010e+00,1.994823563749983273e-09,1.106996144664498729e+02,8.271010385819812427e+01,8.210563927907225945e-02,-4.740742599165378816e-03,2.717290378082053981e-01,1.205826088829052428e-01
1.024000000000000000e+09,5.130015518065608182e-01,2.540487977302804956e-01,8.123336851695901750e-02,-6.149015039691557195e-03,-4.845084721703692310e+00,-2.178049740796677725e+01,-6.358736907224014523e+00,1.981737470951929710e-09,1.114136834154473377e+02,8.420345559832722415e+01,8.120514199462568194e-02,-6.728954682289662800e-03,2.734844463688058114e-01,1.150321641499265080e-01
1.026000000000000000e+09,5.179198269847378189e-01,2.548188939315705892e-01,8.030773168029967102e-02,-8.087919360759188853e-03,-4.773293978047502328e+00,-2.186102498286053475e+01,-6.383558454645722691e+00,1.968823660725220675e-09,1.121342445726726709e+02,8.570124054683161319e+01,8.026543750828844803e-02,-8.662788010095708383e-03,2.751237550952168043e-01,1.094862595516887943e-01
1.028000000000000000e+09,5.227965451187299717e-01,2.555164730443195698e-01,7.934509022917131393e-02,-9.972821061969247211e-03,-4.703067671065291222e+00,-2.194152625894767539e+01,-6.408218842814000560e+00,1.956093919637819902e-09,1.128615114381198481e+02,8.720347384678753144e+01,7.928904738849143485e-02,-1.054231582345699358e-02,2.766492132074766519e-01,1.039468576242560116e-01
1.030000000000000000e+09,5.276312092199388903e-01,2.561431115626341404e-01,7.834787970137084556e-02,-1.180387456623527981e-02,-4.634365245099284714e+00,-2.202197940491999617e+01,-6.432720456947049747e+00,1.943559295291536622e-09,1.135957004326835147e+02,8.871016156231826244e+01,7.827840959203116733e-02,-1.236770762022446936e-02,2.780630517422091885e-01,9.841573141746293163e-02
1.032000000000000000e+09,5.324233377895820629e-01,2.567003578459384205e-01,7.731844933648650275e-02,-1.358132248969213737e-02,-4.567147825085577040e+00,-2.210236377808214314e+01,-6.457065815645232298e+00,1.931229846633388672e-09,1.143370299803866033e+02,9.022130019038417004e+01,7.723587523862343596e-02,-1.413922077756290391e-02,2.793674645376336141e-01,9.289447073098484886e-02
1.034000000000000000e+09,5.371724625071783166e-01,2.571897356401787738e-01,7.625905965901100259e-02,-1.530548708964688150e-02,-4.501378141399179356e+00,-2.218266009304750952e+01,-6.481257556935664965e+00,1.919114408623591730e-09,1.150857195065992187e+02,9.173687630574374907e+01,7.616370622272991553e-02,-1.585719199184599387e-02,2.805645900476204657e-01,8.738449094826795938e-02
1.036000000000000000e+09,5.418781265603477282e-01,2.576127477962419920e-01,7.517188092535430355e-02,-1.697676163764983912e-02,-4.437020450268794214e+00,-2.226285057360598785e+01,-6.505298421465473879e+00,1.907220376174395126e-09,1.158419883722263535e+02,9.325686635259405932e+01,7.506407368827271165e-02,-1.752202864532139900e-02,2.816564943877105653e-01,8.188704433946618344e-02
1.038000000000000000e+09,5.465398836374006919e-01,2.579708800802681945e-01,7.405899244333638554e-02,-1.859560183048519430e-02,-4.374040450322817186e+00,-2.234291908427076123e+01,-6.529191233116192983e+00,1.895553512038403664e-09,1.166060547659514128e+02,9.478123659348734975e+01,7.393905737472621087e-02,-1.913420021216712466e-02,2.826451559930606150e-01,7.640323364164738895e-02
1.040000000000000000e+09,5.511572975867228275e-01,2.582656049688647482e-01,7.292238275533083347e-02,-2.016251735252749117e-02,-4.312405195968689320e+00,-2.242285123833266880e+01,-6.552938877368721826e+00,1.884117782989229252e-09,1.173781345783162067e+02,9.630994322288475473e+01,7.279064582569631792e-02,-2.069422981720042687e-02,2.835324522358370625e-01,7.093402766583899177e-02
1.042000000000000000e+09,5.557299427296221728e-01,2.584983853233873696e-01,7.176395065897728243e-02,-2.167806370080743034e-02,-4.252083008426977173e+00,-2.250263447964582753e+01,-6.576544277800489446e+00,1.872915228189447461e-09,1.181584402826585602e+02,9.784293264921053890e+01,7.162073743387135927e-02,-2.220268605839176984e-02,2.843201483083284131e-01,6.548027862728762749e-02
1.044000000000000000e+09,5.602574047964647974e-01,2.586706778413108143e-01,7.058550702272713140e-02,-2.314283437933304863e-02,-4.193043385338027562e+00,-2.258225813582903285e+01,-6.600010371142132293e+00,1.861945863091056831e-09,1.189471798486792409e+02,9.938014194555877623e+01,7.043114227960564633e-02,-2.366017519954206547e-02,2.850098886289547107e-01,6.004274084893521102e-02
1.046000000000000000e+09,5.647392824400552236e-01,2.587839361891852152e-01,6.938877733781961821e-02,-2.455745356188829970e-02,-4.135256909930514979e+00,-2.266171344108852992e+01,-6.623340081359438969e+00,1.851207621583499150e-09,1.197445557146241271e+02,1.009214994653524258e+02,6.922358470475642456e-02,-2.506733383216473710e-02,2.856031909724631723e-01,5.462209044959769749e-02
1.048000000000000000e+09,5.691751892656290446e-01,2.588396137305229994e-01,6.817540493398985268e-02,-2.592256931285654917e-02,-4.078695160787489726e+00,-2.274099352743738223e+01,-6.646536293256022354e+00,1.840696338381621022e-09,1.205507638437245106e+02,1.024669256153250672e+02,6.799970654912827761e-02,-2.642482209594845810e-02,2.861014434641338533e-01,4.921894559869847280e-02
1.050000000000000000e+09,5.735647563039544261e-01,2.588391657729767759e-01,6.694695477361803371e-02,-2.723884744386673856e-02,-4.023330623265230166e+00,-2.282009338369477547e+01,-6.669601826112634413e+00,1.830405772879286327e-09,1.213659928896203866e+02,1.040163337742867924e+02,6.676107096430881904e-02,-2.773331753544659370e-02,2.865059045121696180e-01,4.383388689934937521e-02
1.052000000000000000e+09,5.779076348430775001e-01,2.587840512719858932e-01,6.570491772842700084e-02,-2.850696607051426967e-02,-3.969136603614933811e+00,-2.289900978228323680e+01,-6.692539407889348091e+00,1.820327674869021474e-09,1.221904234939909202e+02,1.055696313422955228e+02,6.550916670910048034e-02,-2.899350965711133474e-02,2.868177056839798511e-01,3.846747745171206351e-02
1.054000000000000000e+09,5.822034995255321865e-01,2.586757339424520241e-01,6.445071523448137052e-02,-2.972761091841509204e-02,-3.916087146826216170e+00,-2.297774117448806308e+01,-6.715351650516590887e+00,1.810451891690095046e-09,1.230242277375184159e+02,1.071267209012050614e+02,6.424541282241534590e-02,-3.020609523582211062e-02,2.870378574623923540e-01,3.312028214931081460e-02
1.056000000000000000e+09,5.864520516115111493e-01,2.585156827454586081e-01,6.318570421530082803e-02,-3.090147141177804549e-02,-3.864156959157023064e+00,-2.305628755548945108e+01,-6.738041026790240196e+00,1.800766515518918173e-09,1.238675687626660533e+02,1.086875014641583590e+02,6.297116356357178313e-02,-3.137177440401006656e-02,2.871672577484700173e-01,2.779288577238798325e-02
1.058000000000000000e+09,5.906530223047098405e-01,2.583053717332985944e-01,6.191118215951978837e-02,-3.202923756091052149e-02,-3.813321336237711190e+00,-2.313465030110877052e+01,-6.760609849364469071e+00,1.791258068686724385e-09,1.247206005835400191e+02,1.102518697885472392e+02,6.168771350655932739e-02,-3.249124753973915009e-02,2.872067029102035041e-01,2.248590946453393399e-02
1.060000000000000000e+09,5.948061760363828609e-01,2.580462792526416194e-01,6.062839223875595568e-02,-3.311159764801836075e-02,-3.763556097540163403e+00,-2.321283197881355065e+01,-6.783060252304396798e+00,1.781911724116506000e-09,1.255834680944058448e+02,1.118197217243485255e+02,6.039630267407000708e-02,-3.356521295307871022e-02,2.871569011124883164e-01,1.720002521130405138e-02
1.062000000000000000e+09,5.989113136045851604e-01,2.577398865221682822e-01,5.933852835321121871e-02,-3.414923669371458526e-02,-3.714837527888390056e+00,-2.329083613608787218e+01,-6.805394175619109198e+00,1.772711557227542146e-09,1.264563072842739757e+02,1.133909535676435922e+02,5.909812159895333483e-02,-3.459436535318514278e-02,2.870184876050681511e-01,1.193596798191584943e-02
1.064000000000000000e+09,6.029682750695889437e-01,2.573876756170337954e-01,5.804273999694889441e-02,-3.514283567023306076e-02,-3.667142326557428778e+00,-2.336866706978451091e+01,-6.827613353145355113e+00,1.763640824986644524e-09,1.273392456604359211e+02,1.149654633876374845e+02,5.779431620516277401e-02,-3.557939506212004499e-02,2.867920415930544920e-01,6.694545246543587291e-03
1.066000000000000000e+09,6.069769423129124375e-01,2.569911269076954330e-01,5.674213684166141275e-02,-3.609307141181834072e-02,-3.620447564365885107e+00,-2.344632958052233818e+01,-6.849719304093899730e+00,1.754682267192959245e-09,1.282324028789961119e+02,1.165431522946610130e+02,5.648599240711976027e-02,-3.652098792593157922e-02,2.864781042705800140e-01,1.476643641288698499e-03
1.068000000000000000e+09,6.109372411761505584e-01,2.565517160145675546e-01,5.543779294689351461e-02,-3.700061715850539584e-02,-3.574730649017044293e+00,-2.352382871656740804e+01,-6.871713328505336449e+00,1.745818424586272371e-09,1.291358915754148597e+02,1.181239256165347484e+02,5.517422033555258870e-02,-3.741982585929268940e-02,2.860771975634874287e-01,-3.716767380680940924e-03
1.070000000000000000e+09,6.148491431065769008e-01,2.560709103523713392e-01,5.413075051587924735e-02,-3.786614365684206479e-02,-3.529969298787506204e+00,-2.360116951193292678e+01,-6.893596506791356937e+00,1.737031967965896736e-09,1.300498183829398329e+02,1.197076939513511604e+02,5.386003810904099048e-02,-3.827658794734716680e-02,2.855898431026811513e-01,-8.884635001465867460e-03
1.072000000000000000e+09,6.187126662490791684e-01,2.555501653485545144e-01,5.282202312912839121e-02,-3.869032073032851321e-02,-3.486141524504111189e+00,-2.367835672364495281e+01,-6.915369703462234341e+00,1.728306032216685323e-09,1.309742851217039004e+02,1.212943740661990972e+02,5.254445508344694066e-02,-3.909195201764992245e-02,2.850165809368604974e-01,-1.402582560819875049e-02
1.074000000000000000e+09,6.225278759380494797e-01,2.549909204285927267e-01,5.151259840233408244e-02,-3.947381922370664376e-02,-3.443225619592599873e+00,-2.375539457324450865e+01,-6.937033575063090929e+00,1.719624548945169466e-09,1.319093901363115720e+02,1.228838896136589227e+02,5.122845452582189263e-02,-3.986659658645774762e-02,2.843579874924114237e-01,-1.913913041646902319e-02
1.076000000000000000e+09,6.262948845580332824e-01,2.543945948670971458e-01,5.020344003073733824e-02,-4.021731321891323929e-02,-3.401200157828878634e+00,-2.383228649762905604e+01,-6.958588582261427291e+00,1.710972571343905048e-09,1.328552297550641583e+02,1.244761716409881274e+02,4.991299567491484790e-02,-4.060120307731013983e-02,2.836146922996389264e-01,-2.422327400573937028e-02
1.078000000000000000e+09,6.300138507578828539e-01,2.537625836073358343e-01,4.889548919838675872e-02,-4.092148241666348357e-02,-3.360043998278496868e+00,-2.390903491427761196e+01,-6.980035005948112214e+00,1.702336584925826842e-09,1.338118998397163182e+02,1.260711588708021509e+02,4.859901516667872179e-02,-4.129645820599189138e-02,2.827873930283088533e-01,-2.927692554903872646e-02
1.080000000000000000e+09,6.336849780194995230e-01,2.530962531529082904e-01,4.758966534740145804e-02,-4.158701457633592197e-02,-3.319736296775334772e+00,-2.398564100575293168e+01,-7.001372967134546599e+00,1.693704797890583903e-09,1.347794973909579994e+02,1.276687977366609914e+02,4.728742781981151722e-02,-4.195305642466659601e-02,2.818768684114292267e-01,-3.429871244699835009e-02
1.082000000000000000e+09,6.373085125985222810e-01,2.523969376339092463e-01,4.628686631898538961e-02,-4.221460790810162983e-02,-3.280256523169545080e+00,-2.406210452813335365e+01,-7.022602450351333125e+00,1.685067405102728153e-09,1.357581221717737776e+02,1.292690421622237977e+02,4.597912679298321592e-02,-4.257170231922900727e-02,2.808839886836900779e-01,-3.928723600982689940e-02
1.084000000000000000e+09,6.408847408702200710e-01,2.516659351459786254e-01,4.498796789414452602e-02,-4.280497331505486724e-02,-3.241584483469592382e+00,-2.413842364769871551e+01,-7.043723330179942010e+00,1.676416819981436192e-09,1.367478783085921918e+02,1.308718530784422285e+02,4.467498314157405254e-02,-4.315311285771945837e-02,2.798097232190795425e-01,-4.424108877208750290e-02
1.086000000000000000e+09,6.444139861289003290e-01,2.509045044542690950e-01,4.369382277746561988e-02,-4.335883638935143086e-02,-3.203700345916793868e+00,-2.421459480978173673e+01,-7.064735400479398741e+00,1.667747869004684979e-09,1.377488758287791200e+02,1.324771976794967543e+02,4.337584481713827045e-02,-4.369801939387144701e-02,2.786551451197135099e-01,-4.915887297576704978e-02
1.088000000000000000e+09,6.478966049030993046e-01,2.501138621457453248e-01,4.240525908154088586e-02,-4.387693907489836204e-02,-3.166584669963603549e+00,-2.429061264320325364e+01,-7.085638405806382600e+00,1.659057944031769070e-09,1.387612320926381244e+02,1.340850484247281429e+02,4.208253516701199182e-02,-4.420716933837158524e-02,2.774214325832534134e-01,-5.403921971869569962e-02
1.090000000000000000e+09,6.513329828611778005e-01,2.492951803024983926e-01,4.112307838234628699e-02,-4.436004091975328384e-02,-3.130218437082934901e+00,-2.436646990314109829e+01,-7.106432074470199645e+00,1.650347108231864571e-09,1.397850730787306759e+02,1.356953818004743368e+02,4.079585100419746979e-02,-4.468132742099716059e-02,2.761098669576966813e-01,-5.888080823917599821e-02
1.092000000000000000e+09,6.547235303926112193e-01,2.484495847562760429e-01,3.984805342679334506e-02,-4.480891985383268772e-02,-3.094583082312813982e+00,-2.444215745464455836e+01,-7.127116152615138311e+00,1.641618152074601022e-09,1.408205344830255115e+02,1.373081768624056167e+02,3.951656032855941497e-02,-4.512127647920183976e-02,2.747218274778034930e-01,-6.368238479459814583e-02
1.094000000000000000e+09,6.580686779587567869e-01,2.475781539703697520e-01,3.858092558251913912e-02,-4.522437244149182800e-02,-3.059660525442784884e+00,-2.451766429830553307e+01,-7.147690438682657188e+00,1.632876596598232141e-09,1.418677625951762593e+02,1.389234135854019030e+02,3.824539978921248640e-02,-4.552781772265110383e-02,2.732587827647775525e-01,-6.844278059260537617e-02
1.096000000000000000e+09,6.613688713131902208e-01,2.466819185797997083e-01,3.732240212654846373e-02,-4.560721357369759005e-02,-3.025433200772807307e+00,-2.459297763884156751e+01,-7.168154817575871363e+00,1.624130642003947410e-09,1.429269149190602661e+02,1.405410710541370634e+02,3.698307198455508954e-02,-4.590177043833040815e-02,2.717222792578765089e-01,-7.316092824816768092e-02
1.098000000000000000e+09,6.646245666955062914e-01,2.457618616047233528e-01,3.607315347359325158e-02,-4.595827558049892653e-02,-2.991884084423666490e+00,-2.466808299654449854e+01,-7.188509293829775437e+00,1.615391060541673753e-09,1.439981605095437942e+02,1.421611255330984420e+02,3.573024270054769164e-02,-4.624397111679878075e-02,2.701139268310003283e-01,-7.783587626869606368e-02
1.100000000000000000e+09,6.678362261038010006e-01,2.448189193354915194e-01,3.483381044635076862e-02,-4.627840676093347705e-02,-2.958996718248110724e+00,-2.474296436071153593e+01,-7.208754023083650431e+00,1.606671033642315740e-09,1.450816800032372100e+02,1.437835484596509730e+02,3.448753818944640115e-02,-4.655527199656129406e-02,2.684353819268563424e-01,-8.246680111161019955e-02
1.102000000000000000e+09,6.710043127497670179e-01,2.438539828713188751e-01,3.360496168917962573e-02,-4.656846934399098970e-02,-2.926755229482937537e+00,-2.481760438331530239e+01,-7.228889341157983317e+00,1.597985934303185913e-09,1.461776653275908302e+02,1.454083044077831346e+02,3.325554259024747494e-02,-4.683653903998673956e-02,2.666883286138083675e-01,-8.705301641360925491e-02
1.104000000000000000e+09,6.741292867964958635e-01,2.428679002783595831e-01,3.238715132299152533e-02,-4.682933691039019297e-02,-2.895144345392631990e+00,-2.489198461030066056e+01,-7.248915790057625763e+00,1.589353056843572337e-09,1.472863190800106850e+02,1.470353490731963575e+02,3.203479558858546294e-02,-4.708864937030463049e-02,2.648744580340135490e-01,-9.159397905721021471e-02
1.106000000000000000e+09,6.772116014727698197e-01,2.418614793176019628e-01,3.118087693317667108e-02,-4.706189132033248429e-02,-2.864149402281943146e+00,-2.496608574703228811e+01,-7.268834140256705822e+00,1.580791297292155483e-09,1.484078535765494280e+02,1.486646273323427749e+02,3.082579040784251545e-02,-4.731248821460608267e-02,2.629954467642178773e-01,-9.608929181637944350e-02
1.108000000000000000e+09,6.802516996489769152e-01,2.408354906787149585e-01,2.998658797401159565e-02,-4.726701920668396895e-02,-2.833756348395767954e+00,-2.503988795357870245e+01,-7.288645408669077952e+00,1.572320788837050862e-09,1.495424895780063821e+02,1.502960714287273731e+02,2.962897221489698210e-02,-4.750894541204088439e-02,2.610529346509944948e-01,-1.005387024074861080e-01
1.110000000000000000e+09,6.832500109489668683e-01,2.397906716432111063e-01,2.880468466248913700e-02,-4.744560810586920252e-02,-2.803951740376805724e+00,-2.511337116472136088e+01,-7.308350871771081003e+00,1.563962497927783128e-09,1.506904547097486500e+02,1.519295993392397577e+02,2.844473701347267555e-02,-4.767891155923090901e-02,2.590485027091609660e-01,-1.049420988624198414e-01
1.112000000000000000e+09,6.862069494594849051e-01,2.387277300892768905e-01,2.763551742208902873e-02,-4.759854230981583334e-02,-2.774722733110932982e+00,-2.518651542884324712e+01,-7.327952073420917145e+00,1.555737787746427614e-09,1.518519816000957121e+02,1.535651133714053458e+02,2.727343108567130414e-02,-4.782327387597220397e-02,2.569836516846367713e-01,-1.092995012354150836e-01
1.114000000000000000e+09,6.891229120844888367e-01,2.376473487417098962e-01,2.647938692297702873e-02,-4.772669853128126694e-02,-2.746057062954443406e+00,-2.525930125920153202e+01,-7.347450827010250762e+00,1.547667956829346302e-09,1.530273057704381188e+02,1.552024990392019674e+02,2.611535102828559801e-02,-4.794291188329813380e-02,2.548597818805238835e-01,-1.136110497515923634e-01
1.116000000000000000e+09,6.919982775760991078e-01,2.365501895637953100e-01,2.533654474980632371e-02,-4.783094148160402931e-02,-2.717943024501327187e+00,-2.533170999054232198e+01,-7.366849211687887866e+00,1.539773761578939463e-09,1.542166633182209523e+02,1.568416242605475759e+02,2.497074441522230057e-02,-4.803869299269977744e-02,2.526781748275523376e-01,-1.178769896011817586e-01
1.118000000000000000e+09,6.948334062574266223e-01,2.354368981838131092e-01,2.420719471206889475e-02,-4.791211946416260720e-02,-2.690369441210239465e+00,-2.540372413359444081e+01,-7.386149562510786026e+00,1.532074932227832623e-09,1.554202884412976573e+02,1.584823389136782907e+02,2.383981110117560157e-02,-4.811146810956414693e-02,2.504399773472823498e-01,-1.220976526765275433e-01
1.120000000000000000e+09,6.976286404355171999e-01,2.343081082473660870e-01,2.309149479518329134e-02,-4.797106008847881048e-02,-2.663325630365193764e+00,-2.547532771970148602e+01,-7.405354454502576900e+00,1.524589692466110442e-09,1.566384108587242565e+02,1.601244747825543584e+02,2.272270516497494966e-02,-4.816206735557189422e-02,2.481461885090940067e-01,-1.262734366369153982e-01
1.122000000000000000e+09,7.003843054855591888e-01,2.331644455878366107e-01,2.198955973362489921e-02,-4.800856620890499998e-02,-2.636801362987881259e+00,-2.554650662773409664e+01,-7.424466680731507395e+00,1.517334293381554518e-09,1.578712531886746433e+02,1.617678459131923034e+02,2.161953747418006097e-02,-4.819129601383629474e-02,2.457976499208127108e-01,-1.304047817668977927e-01
1.124000000000000000e+09,7.031007115706617849e-01,2.320065321111326462e-01,2.090146417081179681e-02,-4.802541218818946744e-02,-2.610786819450077179e+00,-2.561724888548015144e+01,-7.443489224655595038e+00,1.510322572558506738e-09,1.591190283485348402e+02,1.634122493935857392e+02,2.053037883593581553e-02,-4.819993079696213711e-02,2.433950397188995862e-01,-1.344921461648919958e-01
1.126000000000000000e+09,7.057781559454420206e-01,2.308349892972454964e-01,1.982724635456085613e-02,-4.802234057998065742e-02,-2.585272541648176770e+00,-2.568754493794931193e+01,-7.462425227119513949e+00,1.503565549117399359e-09,1.603819370453203987e+02,1.650574665597741273e+02,1.945526368321832608e-02,-4.818871653201679123e-02,2.409388705388948726e-01,-1.385359798585828750e-01
1.128000000000000000e+09,7.084169257766604888e-01,2.296504412300814923e-01,1.876691230212199080e-02,-4.800005931563960243e-02,-2.560249382696098586e+00,-2.575738787545387254e+01,-7.481277948521978693e+00,1.497071065128333111e-09,1.616601654260644807e+02,1.667032646198672410e+02,1.839419423081646229e-02,-4.815836334776622124e-02,2.384294916519231755e-01,-1.425366984901537126e-01
1.130000000000000000e+09,7.110173014006516690e-01,2.284535170781612501e-01,1.772044035546069957e-02,-4.795923946976144575e-02,-2.535708455165597286e+00,-2.582677361493863799e+01,-7.500050726800385092e+00,1.490843483200515631e-09,1.629538829577304284e+02,1.683493986766109174e+02,1.734714502205469619e-02,-4.810954443861585605e-02,2.358670953504815870e-01,-1.464946572462370589e-01
1.132000000000000000e+09,7.135795599256573585e-01,2.272448529620109681e-01,1.668778603592846119e-02,-4.790051366580760916e-02,-2.511641078951786454e+00,-2.589570102882260727e+01,-7.518746931997778660e+00,1.484883449128647745e-09,1.642632406043158539e+02,1.699956141176720052e+02,1.631406777573392308e-02,-4.804289446675084896e-02,2.332517275586601102e-01,-1.504101257232795530e-01
1.134000000000000000e+09,7.161039790776024816e-01,2.260250931590377654e-01,1.566888709804805518e-02,-4.782447516850719255e-02,-2.488038729866650645e+00,-2.596417201657083496e+01,-7.537369918282142756e+00,1.479187727295098880e-09,1.655883693650819453e+02,1.716416493314201261e+02,1.529489643333828766e-02,-4.795900864928539370e-02,2.305833025306880113e-01,-1.542832644178771528e-01
1.136000000000000000e+09,7.185908411807904184e-01,2.247948906130280144e-01,1.466366867509727966e-02,-4.773167769354574874e-02,-2.464892990061535283e+00,-2.603219151531762421e+01,-7.555922974376581891e+00,1.473749115100521149e-09,1.669293792322528134e+02,1.732872386950099326e+02,1.428955229949125869e-02,-4.785844256114332035e-02,2.278616213899943010e-01,-1.581141035128895145e-01
